concept_id,rus,ukr
541,strɔˑjnɨj,strunkɪj
542,prʲɪleˑstnɨj,ʈ͡ʂɑrʲiwnɪj
543,zɫəj,zlɪj
543,zɫəj,lɪxɪj
544,ɡɫuˑpɨj,durnɪj
545,lɪnʲiˑvɨj,lɛdɑʈ͡ʂɪj
546,prʲileˑʒnɨj,stɑrɑnːɪj
547,ʒaˑdnɨj,skupɪj
548,uˑmnɨj,mudrɪj
548,uˑmnɨj,rɔzumnɪj
549,jɨskuˑsnɨj,umilɪj
550,mʲiˑɫɨj,mɪlɪj
551,vʲɪsʲoɫɨj,wɛsɛlɪj
552,nʲeˑʒnɨj,lɑɦjidnɪj
553,ɡɐɫɔˑdnɨj,ɦɔlɔdnɪj
554,bɐlnɔˑj,slɑbɪj
555,ɡɔˑɫɨj,ɦɔlɪj
556,ɡruˑstnɨj,sumnɪj
557,ʒɨvɔˑj,ʐɪwɪj
558,xɐrɔˑʃɨj,dɔbrɪj
559,pɫɐxɔˑj,pɔɦɑnɪj
559,pɫɐxɔˑj,kɛpsʲkɪj
560,praˑvʲilnɨj,prɑwɪlʲnɪj
561,ɐtvrɐtʲiˑtʲɪlnɨj,brɪdkɪj
561,mʲeˑrzkij,brɪdkɪj
562,nəstɐjaˑʃʲːij,sprɑwʐnʲij
563,staˑrɨj,stɑrɪj
564,nɔˑvɨj,nɔwɪj
565,bɨˑvʃɨj,kɔlɪʂnʲij
566,pəʒɨɫɔˑj,stɑrɪj
567,məɫɐdɔˑj,mɔlɔdɪj
568,bʲeˑdnɨj,bidnɪj
569,bɐɡaˑtɨj,bɑɦɑtɪj
570,znɐkɔˑmɨj,znɑjɔmɪj
571,znəmʲɪnʲiˑtɨj,slɑwɛtnɪj
572,t͡ʃuʒɔˑj,ʈ͡ʂuʐɪj
573,raˑznɨj,rʲiznɪj
574,bliˑzkij,blɪzʲkɪj
575,dɐlokij,dɑlɛkɪj
576,leˑvɨj,lʲiwɪj
577,praˑvɨj,prɑwɪj
578,druɡɔˑj,jinɑkʂɪj
579,pʲeˑrvɨj,pɛrʂɪj
580,vtɐrɔˑj,druɦɪj
581,trʲeˑtʲij,trɛtʲij
582,pɐsleˑdnʲij,ɔstɑnʲːij
583,ɐdʲiˑn,sɑm
583,ɐdʲiˑn,ɔdɪn
584,sraˑzu,vidrɑzu
585,vmʲeˑstʲɪ,rɑzɔm
585,vmʲeˑstʲɪ,spʲilʲnɔ
586,dɔˑɫɡə,dɔwɦɔ
587,vdruˑk,rɑptɔm
588,tɔˑtt͡ʃəs,zɑrɑz
589,pɔˑzʒə,pʲiznʲiʂɛ
590,sʲɪjt͡ʃaˑs,tɛpɛr
591,sʲɪvɔˑdnʲɪ,sʲɔɦɔdnʲi
592,zaˑvtrə,zɑwtrɑ
593,skɔˑrə,nɛzɑbɑrɔm
594,pɐtɔˑm,pɔtʲim
595,vt͡ʃʲɪraˑ,wʈ͡ʂɔrɑ
596,ɐdnaˑʒdɨ,kɔlɪsʲ
597,tɐɡdaˑ,tɔdʲi
598,zɐtʲeˑm,zɦɔdɔm
599,raˑnʲʃə,rɑnʲiʂɛ
600,spʲɪrvaˑ,spɛrʂu
600,spʲɪrvaˑ,spɔʈ͡ʂɑtku
601,raˑs,ɔdɪn rɑz
602,jɨnɐɡdaˑ,jinɔdʲi
602,jɨnɐɡdaˑ,jinkɔlɪ
603,t͡ʃaˑstə,ʈ͡ʂɑstɔ
604,vsʲɪɡdaˑ,zɑwʐdɪ
605,nʲikɐɡdaˑ,nʲikɔlɪ
606,zdʲeˑsʲ,tut
607,sʲudaˑ,sʲudɪ
608,ɐtsʲuˑdə,zvidsɪ
609,taˑm,tɑm
610,tudaˑ,tudɪ
611,prʲaˑmə,prʲɑmɔ
612,vpʲɪrʲot,wpɛrɛd
613,nɐzaˑt,nɑzɑd
614,ɐbraˑtnə,nɑzɑd
615,vnʲizuˑ,wnɪzu
616,vnʲiˑs,wnɪz
617,nəvʲɪrxuˑ,wɦɔrʲi
618,vvʲeˑrx,wɦɔru
619,vʲɪzdʲeˑ,skrʲizʲ
620,nʲeˑ,nɛ
621,nʲɪmnɔˑɡə,trɔxɪ
621,nʲɪmnɔˑɡə,nɛbɑɦɑtɔ
622,jɪdvaˑ,lɛdwɛ
623,ɔˑt͡ʃʲɪnʲ,duʐɛ
624,taˑk,tɑk
625,jɪʃʲːo,ʂʈ͡ʂɛ
626,tɔˑlkə,lɪʂɛ
626,tɔˑlkə,tʲilʲkɪ
627,uʒɛˑ,wʐɛ
628,ɐpʲaˑtʲ,znɔwu
629,nɐpraˑsnə,dɑrmɑ
630,pʲeˑrʲɪt,pɛrɛd
631,zaˑ,zːɑdu
631,zaˑ,pɔzɑdu
631,pəzɐdʲiˑ,zːɑdu
631,pəzɐdʲiˑ,pɔzɑdu
632,pɔˑt,pʲid
633,skvɔˑsʲ,krʲizʲ
634,vɔˑzlɪ,bilʲɑ
635,mʲeˑʒdu,miʐ
636,jɨˑz-zə,zːɑ
636,jɨˑz-zə,ʈ͡ʂɛrɛz
637,ɛˑtə,t͡sɛ
638,tɔˑ,tɔ
639,vsʲo,wsɛ
640,jaˑ,jɑ
641,tɨˑ,tɪ
642,ɔˑn,vin
643,mɨˑ,mɪ
644,vɨˑ,wɪ
645,ɐnʲiˑ,wɔnɪ
646,ʃtɔː,ʂʈ͡ʂɔ
647,ktɔˑ,xtɔ
648,ɡdʲeˑ,dɛ
649,kudaˑ,kudɪ
650,kaˑk,jɑk
651,pət͡ʃʲɪmuˑ,ʈ͡ʂɔmu
652,skɔˑlkə,skilʲkɪ
653,ɐdʲiˑn,ɔdɪn
654,dvaˑ,dwɑ
655,trʲiˑ,trɪ
656,t͡ʃʲɪtɨˑrʲɪ,ʈ͡ʂɔtɪrɪ
657,pʲaˑtʲ,pjɑtʲ
658,ʃəstʲ,ʂjistʲ
659,sʲeˑmʲ,sʲim
660,vɔˑsʲɪmʲ,visʲim
661,dʲeˑvʲɪtʲ,dɛwjɑtʲ
662,dʲeˑsʲɪtʲ,dɛsʲɑtʲ
663,ɐdʲiˑnnədt͡sətʲ,ɔdɪnɑdt͡sʲɑtʲ
664,dvʲɪnaˑdt͡sətʲ,dwɑnɑdt͡sʲɑtʲ
665,dvaˑdt͡sətʲ,dwɑdt͡sʲɑtʲ
666,trʲiˑdt͡sətʲ,trɪdt͡sʲɑtʲ
667,sɔˑrək,sɔrɔk
668,pʲɪtʲdʲɪsʲaˑt,pjɑddɛsʲɑt
669,ʃəstʲdʲɪsʲaˑt,ʂjisddɛsʲɑt
670,sʲeˑmʲdʲɪsʲɪt,sʲimdɛsʲɑt
671,vɔˑsʲɪmʲdʲɪsʲɪt,visʲimdɛsʲɑt
672,dʲɪvʲɪ|nɔˑstə,dɛwjɑnɔstɔ
673,stɔˑ,stɔ
674,tɨˑsʲɪt͡ʃə,tɪsʲɑʈ͡ʂɑ
675,jɨˑ,ji
676,jɨˑli,ɑbɔ
676,liˑbə,ɑbɔ
677,stɐjaˑtʲ,stɔjɑtɪ
678,sʲidʲeˑtʲ,sɪdʲitɪ
679,lɪʒaˑtʲ,lɛʐɑtɪ
680,vʲisʲeˑtʲ,wɪsʲitɪ
681,staˑtʲ,stɑtɪ
681,staˑtʲ,rɔbɪtɪsʲɑ
682,sɫut͡ʃʲiˑtʲsʲɪ,trɑpɪtɪsʲɑ
683,nɐt͡ʃaˑtʲsʲɪ,pɔʈ͡ʂɑtɪsʲɑ
684,kɔˑnt͡ʃʲitʲsʲɪ,kinʈ͡ʂɪtɪsʲɑ
685,mʲɪnʲaˑtʲsʲɪ,minʲɑtɪsʲɑ
686,vzəjtʲiˑ,zʲijtɪ
687,zəjtʲiˑ,zɑjtɪ
688,svʲɪtʲiˑtʲ,svitɪtɪ
689,ɡrʲɪmʲeˑtʲ,ɦrɪmitɪ
690,duˑtʲ,vijɑtɪ
691,liˑtʲsʲɪ,lɪtɪsʲɑ
692,tʲeˑt͡ʃʲ,tɛktɪ
693,vrɐʃʃaˑtʲsʲɪ,ɔbɛrtɑtɪsʲɑ
694,kəlɪbaˑtʲsʲɪ,kɔlɪwɑtɪsʲɑ
695,kɐt͡ʃaˑtʲsʲɪ,xɪtɑtɪsʲɑ
695,kɐt͡ʃaˑtʲsʲɪ,ɦɔjdɑtɪsʲɑ
696,paˑdətʲ,pɑdɑtɪ
697,ɡɐrʲeˑtʲ,ɦɔrʲitɪ
698,dɨmʲiˑtʲ,dɪmitɪ
699,dɐʒdʲiˑtʲ,dɔʂʈ͡ʂɪtɪ
700,zɐmʲorznutʲ,zmɛrznutɪ
701,taˑjətʲ,tɑnutɪ
702,pɫaˑvʲitʲsʲɪ,plɑwɪtɪsʲɑ
703,sɔˑxnutʲ,sɔxnutɪ
704,kipʲeˑtʲ,kɪpʲitɪ
705,ɡnʲiˑtʲ,ɦnɪtɪ
706,sɡnʲiˑtʲ,zɦnɪtɪ
707,rvaˑtʲsʲɪ,rwɑtɪsʲɑ
708,tɐnuˑtʲ,tɔnutɪ
709,prəxɐdʲiˑtʲ,prɔxɔdɪtɪ
710,pəjɐvʲiˑtʲsʲɪ,zjɑwɪtɪsʲɑ
711,jɨst͡ʃʲeˑznutʲ,ʂʈ͡ʂɛznutɪ
711,jɨst͡ʃʲeˑznutʲ,znɪknutɪ
712,spɐdaˑtʲ,spɑdɑtɪ
713,umʲeˑnʲʃɨtʲsʲɪ,pɔmɛnʂɪtɪsʲɑ
714,uvʲɪliˑt͡ʃʲivətʲsʲɪ,zbilʲʂuwɑtɪsʲɑ
715,pədnʲimaˑtʲsʲɪ,pʲidnʲimɑtɪsʲɑ
716,rɐstʲiˑ,rɔstɪ
717,blɪstʲeˑtʲ,blɪʂʈ͡ʂɑtɪ
718,svʲɪrkaˑtʲ,blɪskɑtɪ
719,ʃumʲeˑtʲ,ʂumitɪ
720,zvɐnʲiˑtʲ,d͡zwɔnɪtɪ
721,zvɐnʲiˑtʲ,d͡zwɔnɪtɪ
722,zvʲaˑkətʲ,d͡zvɑkɑtɪ
723,buʃɪvaˑtʲ,buʂuwɑtɪ
724,ʃəlɪstʲeˑtʲ,ʂɛlɛstʲitɪ
725,zvut͡ʃaˑtʲ,lunɑtɪ
725,zvut͡ʃaˑtʲ,zwuʈ͡ʂɑtɪ
726,ɫaˑjətʲ,ɦɑwkɑtɪ
727,vɨˑtʲ,wɪtɪ
728,duˑnutʲ,dunutɪ
729,svʲistʲeˑtʲ,swɪstʲitɪ
730,krʲit͡ʃaˑtʲ,krɪʈ͡ʂɑtɪ
731,stɐnaˑtʲ,stɔɦnɑtɪ
732,drɐʒaˑtʲ,trɛmtʲitɪ
733,ʒɨˑtʲ,ʐɪtɪ
734,rɐdʲiˑtʲsʲɪ,nɑrɔdɪtɪsʲɑ
735,dɨʃaˑtʲ,dɪxɑtɪ
736,pʲiˑtʲ,pɪtɪ
737,jəstʲ,jistɪ
737,kuˑʃətʲ,jistɪ
738,ɡɫɐtaˑtʲ,kɔwtɑtɪ
739,ustaˑtʲ,wtɔmɪtɪsʲɑ
740,zɐsnuˑtʲ,zɑsnutɪ
741,spaˑtʲ,spɑtɪ
742,prɐsnuˑtʲsʲɪ,prɔkɪnutɪsʲɑ
743,vstaˑtʲ,wstɑtɪ
744,ɐtdɨxaˑtʲ,vidpɔʈ͡ʂɪwɑtɪ
745,zəbɐleˑtʲ,zɑxwɔrʲitɪ
746,bɐleˑtʲ,xwɔrʲitɪ
747,bɐleˑtʲ,bɔlʲitɪ
748,kaˑʃlɪtʲ,kɑʂlʲɑtɪ
749,pɐpraˑvʲitʲsʲɪ,ɔduʐɑtɪ
749,pɐpraˑvʲitʲsʲɪ,wɪduʐɑtɪ
750,umʲɪrʲeˑtʲ,pɔmɛrtɪ
751,pɐɡiˑbnutʲ,zɦɪnutɪ
752,dvʲiˑɡətʲsʲɪ,ruxɑtɪsʲɑ
753,ʃəvʲɪlnuˑtʲsʲɪ,wɔruʂɪtɪsʲɑ
754,vstaˑtʲ,wstɑtɪ
755,sʲɪstʲ,sʲistɪ
756,upaˑstʲ,upɑstɪ
757,xɐdʲiˑtʲ,xɔdɪtɪ
758,ʃɐɡaˑtʲ,krɔkuwɑtɪ
759,ɡulaˑtʲ,ɦulʲɑtɪ
760,spʲɪʃɨˑtʲ,spʲiʂɪtɪ
761,tərɐpʲiˑtʲsʲɪ,pɔspʲiʂɑtɪ
762,mt͡ʃaˑtʲsʲɪ,mʈ͡ʂɑtɪsʲɑ
763,bʲeˑɡətʲ,biɦɑtɪ
764,prɨˑɡətʲ,skɑkɑtɪ
764,prɨˑɡətʲ,strɪbɑtɪ
765,ɫaˑzətʲ,lɑzɪtɪ
766,rɐskaˑt͡ʃʲivətʲsʲɪ,ɦɔjdɑtɪsʲɑ
767,pɔˑɫzətʲ,pɔwzɑtɪ
768,pɫaˑvətʲ,plɪwtɪ
768,pɫaˑvətʲ,plɑwɑtɪ
769,nɨrʲaˑtʲ,pʲirnɑtɪ
770,ɡrʲɪstʲiˑ,ɦrɛbtɪ
770,ɡrʲɪstʲiˑ,wɛsluwɑtɪ
771,jɛˑxətʲ,jixɑtɪ
772,lɪtaˑtʲ,lʲitɑtɪ
773,jɨdtʲiˑ,jitɪ
774,ujtʲiˑ,pʲitɪ
775,ɐtpraˑvʲitʲsʲɪ,vidjixɑtɪ
775,ɐtpraˑvʲitʲsʲɪ,vidprɑwɪtɪsʲɑ
776,ɐstənɐvʲiˑtʲsʲɪ,zupɪnɪtɪsʲɑ
777,vxɐdʲiˑtʲ,wxɔdɪtɪ
778,vəjtʲiˑ,uvijtɪ
779,prʲijtʲiˑ,prɪjtɪ
780,prʲibɨˑtʲ,prɪbutɪ
781,vəzvrɐtʲiˑtʲsʲɪ,pɔwɛrnutɪsʲɑ
782,ɐstaˑtʲsʲɪ,zɑlɪʂɪtɪsʲɑ
783,ʒdaˑtʲ,ʈ͡ʂɛkɑtɪ
784,ɐʒɨdaˑtʲ,ʈ͡ʂɛkɑtɪ
785,jɨskaˑtʲ,ʂukɑtɪ
786,nəjtʲiˑ,znɑjtɪ
787,pɨtaˑtʲsʲɪ,wɪprɔbɔwuwɑtɪ
788,pədɡɐtɔˑvʲitʲ,pʲidɦɔtuwɑtɪ
789,lubʲiˑtʲ,lʲubɪtɪ
790,lubʲiˑtʲ,lʲubɪtɪ
790,lubʲiˑtʲ,pɔdɔbɑtɪsʲɑ
791,smʲɪjaˑtʲsʲɪ,smijɑtɪsʲɑ
792,rɐstrɔˑɡətʲ,rɔzʈ͡ʂulɪtɪ
793,pɫaˑkətʲ,plɑkɑtɪ
794,ruɡaˑtʲsʲɪ,lɑjɑtɪsʲɑ
795,sʲɪrdʲiˑtʲsʲɪ,sɛrdɪtɪsʲɑ
796,bɐjaˑtʲsʲɪ,bɔjɑtɪsʲɑ
797,bɐjaˑtʲsʲɪ,bɔjɑtɪsʲɑ
798,ubʲeˑɡətʲ,tʲikɑtɪ
799,ubʲɪʒaˑtʲ,utɛktɪ
800,vʲiˑdʲɪtʲ,bɑʈ͡ʂɪtɪ
801,pəsmɐtrʲeˑtʲ,pɔɦlʲɑnutɪ
802,smɐtrʲeˑtʲ,dɪwɪtɪsʲɑ nɑ
803,sɫɨˑʃətʲ,ʈ͡ʂutɪ
804,sɫuˑʃətʲ,sluxɑtɪ
805,prɔˑbəvətʲ,pɔkuʂtuwɑtɪ
806,nʲuˑxətʲ,nʲuxɑtɪ
807,t͡ʃuˑvstvəvətʲ,vidʈ͡ʂuwɑtɪ
808,kɐzaˑtʲsʲɪ,zdɑwɑtɪsʲɑ
809,vʲidnʲeˑtʲsʲɪ,wɪdnʲitɪsʲɑ
810,usɫɨˑʃətʲ,pɔʈ͡ʂutɪ
811,mʲorznutʲ,mɛrznutɪ
812,dʲeˑɫətʲ,rɔbɪtɪ
813,mɔˑt͡ʃʲ,mɔɦtɪ
813,umʲeˑtʲ,mɔɦtɪ
814,xɐtʲeˑtʲ,xɔtʲitɪ
815,nɐt͡ʃaˑtʲ,pɔʈ͡ʂɑtɪ
816,zɐkɔˑnt͡ʃʲitʲ,zɑkinʈ͡ʂɪtɪ
817,pʲɪrʲɪstaˑtʲ,pɛrɛstɑtɪ
818,udaˑtʲsʲɪ,wdɑtɪsʲɑ
819,ɐkɐzaˑtʲsʲɪ,ɔpɪnɪtɪsʲɑ
820,ɐtkrɨˑtʲ,vidkrɪtɪ
821,zɐkrɨˑtʲ,zɑkrɪtɪ
822,pɐstaˑvʲitʲ,pɔstɑwɪtɪ
823,pəsɐdʲiˑtʲ,pɔsɑdɪtɪ
824,kɫəstʲ,klɑstɪ
825,trɔˑɡətʲ,ʈ͡ʂjipɑtɪ
826,svʲɪ|zaˑtʲ,zwjɑzɑtɪ
827,pɐkrɨˑtʲ,pɔkrɪtɪ
828,pɐvʲeˑsʲitʲ,pɔvisɪtɪ
829,zɐʒɛˑt͡ʃʲ,zɑpɑlɪtɪ
830,pɐdnʲaˑtʲ,pʲidnʲɑtɪ
831,ɐstaˑvʲitʲ,zɑlɪʂɪtɪ
832,pətʲɪrʲaˑtʲ,zɑɦubɪtɪ
833,urɐnʲiˑtʲ,upustɪtɪ
834,sdʲeˑɫətʲ,zrɔbɪtɪ
835,jɨzɡɐtɔˑvʲitʲ,wɪɦɔtɔwɪtɪ
836,strɔˑjɨtʲ,buduwɑtɪ
837,t͡ʃʲinʲiˑtʲ,lɑɦɔdɪtɪ
838,uɫut͡ʃʃɨˑtʲ,pɔlʲipʂɪtɪ
839,jɨzmʲɪnʲiˑtʲ,zminɪtɪ
840,kɐpaˑtʲ,kɔpɑtɪ
841,sɐɡnuˑtʲ,zʲiɦnutɪ
842,pɐɡnuˑtʲ,pɔɦnutɪ
843,vʲɪrtʲeˑtʲ,wɛrtʲitɪ
844,pəvʲɪrnuˑtʲ,pɔwɛrnutɪ
845,pʲɪrʲɪvʲɪrnuˑtʲ,pɛrɛwɛrnutɪ
846,pədnʲimaˑtʲ,pʲidnʲimɑtɪ
847,pɐdnʲaˑtʲ,pʲidnʲɑtɪ
848,sxvɐtʲiˑtʲ,sxɔpɪtɪ
849,dʲɪrʒaˑtʲ,trɪmɑtɪ
850,nəʒɨmaˑtʲ,nɑtɪskɑtɪ
851,tɐɫkaˑtʲ,pxɑtɪ
851,tɐɫkaˑtʲ,ʂtɔwxɑtɪ
852,skrʲɪstʲiˑ,ʂkrɛbtɪ
853,lizaˑtʲ,lɪzɑtɪ
854,kusaˑtʲ,kusɑtɪ
855,ɐtɐrvaˑtʲ,vidʲirwɑtɪ
856,ɐtrʲeˑzətʲ,vidrʲizɑtɪ
857,vʲɪ|zaˑtʲ,wjɑzɑtɪ
858,vɐtknuˑtʲ,uvitknutɪ
859,sɫɐmaˑtʲ,zlɑmɑtɪ
860,stut͡ʃaˑtʲ,stukɑtɪ
861,bʲiˑtʲ,bɪtɪ
862,kleˑjɨtʲ,klɛjitɪ
863,tʲɪrʲeˑtʲ,tɛrtɪ
864,nɐmaˑzətʲ,nɑmɑzɑtɪ
865,tɐt͡ʃʲiˑtʲ,tɔʈ͡ʂɪtɪ
866,rʲeˑzətʲ,rʲizɑtɪ
867,ʃɐtaˑtʲ,xɪtɑtɪ
868,trʲɪ|stʲiˑ,trʲɑstɪ
869,mɐxaˑtʲ,mɑxɑtɪ
870,nɐliˑtʲ,nɑlɪtɪ
871,nɐpɔˑɫnʲitʲ,nɑpɔwnɪtɪ
872,zəvʲɪrnuˑtʲ,zɑɦɔrnutɪ
873,nʲɪstʲiˑ,nɛstɪ
874,tɐʃʲːiˑtʲ,tʲɑɦtɪ
875,tʲɪ|nuˑtʲ,tʲɑɦnutɪ
876,xrɐnʲiˑtʲ,zbɛrʲiɦɑtɪ
877,brɐsaˑtʲ,kɪdɑtɪ
878,ɫɐvʲiˑtʲ,lɔwɪtɪ
879,sxvɐtʲiˑtʲ,sxɔpɪtɪ
880,sprʲaˑtətʲ,sxɔwɑtɪ
881,rəzdʲɪliˑtʲ,rɔzdʲilɪtɪ
882,pəsɨɫaˑtʲ,pɔsɪlɑtɪ
883,prʲinʲɪstʲiˑ,prɪnɛstɪ
884,dɐbaˑvʲitʲ,dɔdɑtɪ
885,dɐstaˑtʲ,dʲistɑtɪ
886,pəɫut͡ʃʲiˑtʲ,ɔdɛrʐɑtɪ
887,vzʲaˑtʲ,wzʲɑtɪ
888,vɨˑbrətʲ,wɪbrɑtɪ
889,ɐtɐbraˑtʲ,vidʲibrɑtɪ
890,səxrɐnʲiˑtʲ,zbɛrɛɦtɪ
891,prʲɪpʲaˑtstvəvətʲ,pɛrɛʂkɔɖ͡ʐɑtɪ
892,jɨspɔˑrtʲitʲ,zʲipsuwɑtɪ
893,pəvrʲɪdʲiˑtʲ,zɑʂkɔdɪtɪ
894,rɐzbʲiˑtʲ,rɔzbɪtɪ
895,rəzɐrvaˑtʲ,rɔzʲirwɑtɪ
896,rɐzruˑʃɨtʲ,zrujnuwɑtɪ
897,sʒɛˑt͡ʃʲ,spɑlɪtɪ
898,daˑtʲ,dɑtɪ
899,pʲɪrʲɪdaˑtʲ,pɛrɛdɑtɪ
900,dɐrʲiˑtʲ,dɑruwɑtɪ
901,ɐbʲɪʃʃaˑtʲ,ɔbit͡sʲɑtɪ
902,ʒɪɫaˑtʲ,bɑʐɑtɪ
903,xvɐliˑtʲ,xwɑlɪtɪ
904,t͡səɫɐvaˑtʲ,t͡sʲiluwɑtɪ
905,kɐt͡ʃaˑtʲ,kɑʈ͡ʂɑtɪ
906,nɐkrɨˑtʲ,nɑkrɪtɪ
907,rəzbudʲiˑtʲ,rɔzbudɪtɪ
908,pəkɐzaˑtʲ,pɔkɑzɑtɪ
909,vʲɪstʲiˑ,wɛstɪ
910,ut͡ʃʲiˑtʲ,wʈ͡ʂɪtɪ
911,prʲɪpədɐvaˑtʲ,wɪklɑdɑtɪ
912,vəspʲitaˑtʲ,wɪxɔwɑtɪ
913,rukəvɐdʲiˑtʲ,kɛruwɑtɪ
914,pədɡɐnʲaˑtʲ,pʲidɦɑnʲɑtɪ
915,zɐstaˑvʲitʲ,zmusɪtɪ
916,prʲiɡɫɐsʲiˑtʲ,zɑprɔsɪtɪ
917,ɐbəjədʲinʲiˑtʲ,ɔbjɛdnɑtɪ
918,pəsʲɪtʲiˑtʲ,zɑvitɑtɪ
918,pəsʲɪtʲiˑtʲ,vidvidɑtɪ
919,vstrʲɪtʲiˑtʲ,zustrʲitɪ
920,sɐbraˑtʲsʲɪ,zʲibrɑtɪsʲɑ
921,jɨɡraˑtʲ,ɦrɑtɪ
922,pʲeˑtʲ,spʲiwɑtɪ
923,plaˑsətʲ,tɑnt͡sʲuwɑtɪ
923,tənt͡sɪvaˑtʲ,tɑnt͡sʲuwɑtɪ
924,rɐsstaˑtʲsʲɪ,rɔzluʈ͡ʂɪtɪsʲɑ
925,pɐkiˑnutʲ,pɔkɪnutɪ
926,spɐstʲiˑ,wrʲɑtuwɑtɪ
927,ɐxrɐnʲaˑtʲ,ɔxɔrɔnʲɑtɪ
928,ubʲɪrʲɪɡaˑtʲ,ubɛrʲiɦɑtɪ
929,zəʃʲːitʲiˑtʲ,zɑxɪstɪtɪ
930,draˑtʲsʲɪ,bɪtɪsʲɑ
930,draˑtʲsʲɪ,drɑtɪsʲɑ
931,strʲɪlaˑtʲ,strʲilʲɑtɪ
932,pəbʲɪdʲiˑtʲ,pɛrɛmɔɦtɪ
933,sʲɪrdʲiˑtʲ,sɛrdɪtɪ
934,udaˑrʲitʲ,udɑrɪtɪ
935,pʲinaˑtʲ,ʂtɔwxɑtɪ
936,ukɐɫɔˑtʲ,wkɔlɔtɪ
937,tɐɫknuˑtʲ,ʂtɔwxnutɪ
938,ukraˑstʲ,ukrɑstɪ
939,pəmʲɪʃaˑtʲ,pɛrɛʂkɔdɪtɪ
940,nədəjɪdaˑtʲ,dɔkuʈ͡ʂɑtɪ
941,skrɨˑtʲ,sxɔwɑtɪ
942,ɐbmɐnuˑtʲ,ɔbdurɪtɪ
943,smɐʃɛˑnnʲit͡ʃətʲ,ʂːɑxrɑjuwɑtɪ
944,ubʲiˑtʲ,ubɪtɪ
945,prəʒɨvaˑtʲ,ʐɪtɪ
945,prəʒɨvaˑtʲ,mɛʂkɑtɪ
946,rɐbɔˑtətʲ,prɑt͡sʲuwɑtɪ
947,sɐbraˑtʲ,zʲibrɑtɪ
948,rvaˑtʲ,zrɪwɑtɪ
948,srɨvaˑtʲ,zrɪwɑtɪ
949,ɐxɔˑtʲitʲsʲɪ,pɔlʲuwɑtɪ
950,rɨbaˑt͡ʃʲitʲ,rɪbɑlɪtɪ
951,pəjmaˑtʲ,pʲijmɑtɪ
952,pɐstʲiˑ,pɑstɪ
953,ɡnaˑtʲ,ɦnɑtɪ
954,prʲivʲɪ|zaˑtʲ,prɪwjɑzɑtɪ
955,kɐrmʲiˑtʲ,ɦɔduwɑtɪ
955,kɐrmʲiˑtʲ,xɑrʈ͡ʂuwɑtɪ
956,dɐjɨˑtʲ,dɔjitɪ
957,rubʲiˑtʲ,rubɑtɪ
958,pɐliˑtʲ,pɔlɪtɪ
959,sɐzrʲeˑtʲ,dɔzrʲitɪ
960,prʲiɡɐtɔˑvʲitʲ,zɦɔtɔwɪtɪ
960,prʲiɡɐtɔˑvʲitʲ,prɪɦɔtuwɑtɪ
961,vɐrʲiˑtʲ,wɑrɪtɪ
961,vɐrʲiˑtʲ,ɦɔtuwɑtɪ
962,pʲeˑt͡ʃʲ,pɛktɪ
963,ʒaˑrʲitʲ,smɑʐɪtɪ
964,pʲɪrʲɪmʲɪʃaˑtʲ,pɛrɛmiʂʈ͡ʂɑtɪ
965,vʲɪ|zaˑtʲ,wjɑzɑtɪ
966,ʃɨˑtʲ,ʂɪtɪ
967,pɐkraˑsʲitʲ,pɔfɑrbuwɑtɪ
968,ɐt͡ʃʲiˑstʲitʲ,ɔʈ͡ʂɪstɪtɪ
969,stʲiraˑtʲ,mɪtɪ
970,vɨˑtʲɪrʲɪtʲ,wɪtɛrtɪ
971,pəɫɐskaˑtʲ,pɔlɔskɑtɪ
972,pədmʲɪtaˑtʲ,pʲidmitɑtɪ
973,mʲɪstʲiˑ,mɛstɪ
974,kupaˑtʲsʲɪ,kupɑtɪsʲɑ
975,mɨˑtʲsʲɪ,mɪtɪsʲɑ
976,snʲaˑtʲ,znʲɑtɪ
977,nɐdʲeˑtʲ,nɑdʲitɪ
978,ɐdʲeˑtʲsʲɪ,ɔdʲɑɦtɪsʲɑ
978,ɐdʲeˑtʲsʲɪ,ɔdʲɑɦnutɪsʲɑ
979,prʲit͡ʃʲɪsaˑtʲ,zɑʈ͡ʂɛsɑtɪ
980,ukraˑsʲitʲ,ɔzdɔbɪtɪ
981,skɐzaˑtʲ,skɑzɑtɪ
982,ɡəvɐrʲiˑtʲ,ɦɔwɔrɪtɪ
983,rəzɡɐvaˑrʲivətʲ,rɔzmɔwlʲɑtɪ
984,bʲɪsʲeˑdəvətʲ,bɛsʲiduwɑtɪ
985,sprɐsʲiˑtʲ,zɑpɪtɑtɪ
986,prɐsʲiˑtʲ,prɔsɪtɪ
987,rəsskɐzaˑtʲ,rɔzpɔvistɪ
988,səɐbʃʲːiˑtʲ,pɔvidɔmɪtɪ
989,nɐzvaˑtʲ,nɑzwɑtɪ
990,zvaˑtʲ,klɪkɑtɪ
991,xvaˑstətʲsʲɪ,xwɑlɪtɪsʲɑ
992,pʲɪrʲɪvʲɪstʲiˑ,pɛrɛklɑstɪ
993,duˑmətʲ,dumɑtɪ
993,duˑmətʲ,mɪslɪtɪ
994,vʲeˑrʲitʲ,virɪtɪ
995,zɐmʲeˑtʲitʲ,pɔmitɪtɪ
996,uznaˑtʲ,pʲiznɑtɪ
