concept_id,deu,swe
709,fɛɐ̯ɡeːən,fœrːɡɔ
710,ɛɐ̯ʃaɪ̯nən,syːnas
710,ɛɐ̯ʃaɪ̯nən,viːsa siːɡ
711,fɛɐ̯ʃvɪndən,fœrːsvɪna
712,zɪŋkən,ɧɵnːka
713,abneːmən,avːta
713,abneːmən,mɪnːskas
714,t͡suːneːmən,tɪlːtaɡa
715,ʃtaɪ̯ɡən,stiːɡa
716,vaksən,vɛksːa
717,ɡlɛnt͡sən,ɡlɪmːa
718,fʊŋkəln,tɪnːdra
718,fʊŋkəln,ɡnɪsːtra
719,lɛɐ̯mən,broːka
719,lɛɐ̯mən,vɛːsnas
720,lɔʏ̯tən,rɪŋːa
721,klɪŋəln,rɪŋːa
722,klɪʁən,klɪrːa
723,bʁaʊ̯zən,brʉːsa
724,ʁaʊ̯ʃən,sʉːsa
725,klɪŋən,loːta
725,klɪŋən,klɪŋːa
726,bɛlən,ɧɛlːa
727,hɔʏ̯lən,yːla
727,hɔʏ̯lən,ɕʉːta
728,blaːzən,bloːsa
729,p͡faɪ̯fən,vɪsːla
730,ʃʁaɪ̯ən,skriːka
731,ʃtøːnən,støːna
732,t͡sɪtɐn,darːa
732,t͡sɪtɐn,ɧɛlːva
733,leːbən,leːva
734,ɡəboːʁeːn vɛɐ̯dən,føːdas
735,atmən,anːdas
736,tʁɪŋkən,drɪkːa
737,ɛsən,ɛːta
738,ʃlʊkən,svɛlːja
739,myːdeː vɛɐ̯dən,trøtːna
740,aɪ̯nʃlaːfən,sɔmːna
741,ʃlaːfən,suːva
742,aʊ̯fvaχən,vɑːkna
743,aʊ̯fʃteːən,stiːɡa ɵpː
744,zɪç ɛɐ̯hoːlən,reːpa siːɡ
744,zɪç ɛɐ̯hoːlən,hɛmːta siːɡ
745,kʁaŋk vɛɐ̯dən,ɪnːɧɵkna
746,kʁaŋk zaɪ̯n,vɑːra ɧʉːk
747,ʃmɛɐ̯t͡sən,smæːʈa
747,ʃmɛɐ̯t͡sən,jœːra ɔnːt
748,hʊstən,hɔsːta
749,ɡəneːzən,tɪlːfrɪskna
750,ʃtɛɐ̯bən,døː
751,ʊmkɔmən,ɔmːkɔma
752,zɪç beːveːɡən,rœːra siːɡ
753,zɪç ʁyːʁən,rœːra poː sɪɡ
754,zɪç ɛɐ̯heːbən,reːsa siːɡ
755,zɪç zɛt͡sən,sɛtːa siːɡ
756,hɪnfalən,falːa ɔmːkɵl
757,laʊ̯fən,løːpa
758,ʃʁaɪ̯tən,skriːda
759,ʃpaːt͡siːʁɛŋeːən,prɔmːɛnɛra
760,aɪ̯lən,iːla
761,zɪç beːiːlən,ɧʏnːda siːɡ
762,zaʊ̯zən,sʉːsa
763,ʁɛnən,løːpa
763,ʁɛnən,sprɪŋːa
764,ʃpʁɪŋən,hɔpːa
765,klɛtɐn,klɛtːra
766,ʃaʊ̯kəln,ɡɵŋːa
767,kʁiːçən,krɛːla
768,ʃvɪmən,sɪmːa
769,taʊ̯χən,dyːka
770,ʁuːdɐn,ruː
771,faːʁən,ɕœːra
772,fliːɡən,flyːɡa
773,ɡeːən,ɡoː
774,vɛɡeːən,ɡoː bɔʈ
775,abfaːʁən,reːsa
775,abfaːʁən,ɑːvrɛsa
776,anhaltən,stanːa
777,hiːnaɪ̯ŋeːən,ɡoː ɪn
778,aɪ̯ntʁeːtən,trɛːda iːn
779,kɔmən,kɔmːa
780,aŋkɔmən,anːkɔma
781,t͡suːʁʏkkɔmən,oːtɛrkɔma
782,blaɪ̯bən,bliː
782,blaɪ̯bən,fœrːblɪ
783,vaɐ̯tən,vɛnːta
784,ɛɐ̯vaɐ̯tən,vɛnːta
785,zuːχən,leːta
786,fɪndən,fɪnːa
787,fɛɐ̯zuːχən,fœrːsøka
788,fɔɐ̯beːʁaɪ̯tən,fœrːbɛrɛda
789,liːbən,ɛlːska
790,møːɡən,tʏkːa ɔmː
791,laχən,skratːa
792,ʁyːʁən,rœːra
793,vaɪ̯nən,ɡroːta
794,ʃɪmp͡fən,ɧɛlːa
795,zɪç ɛɐ̯ɡɐn,fœːrarɡas
796,zɪç fʏɐ̯çtən,vɑːra rɛdː
797,fʏɐ̯çtən,frɵkːta
798,fliːən,flyː
798,fliːən,rʏmːa
799,flʏçtən,flyː
800,zeːən,seː
801,anʃaʊ̯ən,seː pɔ
801,anʃaʊ̯ən,bətrakːta
802,anzeːən,oːsə
803,høːʁən,hœːra
804,t͡suːhøːʁən,hœːra poː
804,t͡suːhøːʁən,lʏsːna tɪlː
805,pʁoːbiːʁən,smɑːka
805,pʁoːbiːʁən,smɑːka poː
806,ʁiːçən,lɵkːta
807,fyːlən,ɕɛnːa
808,ʃaɪ̯nən,vɛrːka
808,ʃaɪ̯nən,tʏkːas
809,t͡suː zeːən zaɪ̯n,syːnas
809,t͡suː zeːən zaɪ̯n,kɵnːa seːs
810,fɛɐ̯neːmən,foː vɛta
810,fɛɐ̯neːmən,fœːɳɪma
811,fʁiːʁən,fryːsa
812,tuːn,jœːra
813,kœnən,kɵnːa
814,vɔlən,vɪlːja
815,anfaŋən,bœrːja
816,beːndən,avːslɵta
817,aʊ̯fhøːʁən,slʉːta
817,aʊ̯fhøːʁən,ɵpːhœra
818,ɡəlɪŋən,lʏkːas
819,ɡəʁaːtən,bliː
820,œfnən,øpːna
821,ʃliːsən,loːsa
821,ʃliːsən,stɛŋːa
822,ʃtɛlən,stɛlːa
823,zɛt͡sən,sɛtːa
824,leːɡən,lɛɡːa
825,bəʁyːʁən,bərœːra
826,fɛɐ̯bɪndən,fœrːbɪnda
827,bədɛkən,tɛkːa
827,bədɛkən,bətɛkːa
828,aʊ̯fhɛŋən,hɛŋːa
828,aʊ̯fhɛŋən,hɛŋːa ɵpː
829,ant͡sʏndən,tɛnːda
829,ant͡sʏndən,anːtɛnda
829,ant͡sʏndən,tɛnːda poː
830,aʊ̯fheːbən,lʏfːta
831,t͡suːʁʏklasən,lɛmːna
831,t͡suːʁʏklasən,ɛfːtɛɭɛmna
832,fɛɐ̯liːʁən,mɪsːta
832,fɛɐ̯liːʁən,fœːɭɔra
833,faleːn lasən,tapːa
833,faleːn lasən,slɛpːa
834,maχən,jœːra
835,hɛɐ̯stɛlən,tɪlːvɛrka
835,hɛɐ̯stɛlən,framːstɛla
836,baʊ̯ən,bʏɡːa
837,ʁeːpaːʁiːʁən,reːparɛra
838,fɛɐ̯bɛsɐn,rɛtːa
838,fɛɐ̯bɛsɐn,fœrːbɛtra
839,ɛndɐn,ɛnːdra
839,ɛndɐn,fœːrɛndra
840,ɡʁaːbən,ɡrɛːva
841,bɔʏ̯ɡən,bøjːa
842,biːɡən,bøjːa
842,biːɡən,krøːka
843,dʁeːən,vriːda
844,vɛndən,vɛnːda
845,ʊmdʁeːən,vriːda ɔmː
846,heːbən,hɛːva
847,hɔχheːbən,lʏfːta
848,ɛɐ̯ɡʁaɪ̯fən,ɡriːpa
849,haltən,hɔlːa
850,dʁʏkən,trʏkːa
851,ʃiːbən,ɧʉːta
852,kʁat͡sən,riːva
852,kʁat͡sən,skrɑːpa
853,lɛkən,slɪkːa
854,baɪ̯sən,biːta
855,abʁaɪ̯sən,sliːta ɑːv
855,abʁaɪ̯sən,riːva ɑːv
856,abʃnaɪ̯dən,ɧæːra ɑːv
857,bɪndən,bɪnːda
858,ʃtɛkən,stɪkːa
859,bʁɛçən,bryːta
859,bʁɛçən,brɪsːta
860,klɔp͡fən,banːka
860,klɔp͡fən,klapːa
861,haʊ̯ən,hɵɡːa
862,kleːbən,klɪsːtra
863,ʁaɪ̯bən,ɡniːda
864,ʃtʁaɪ̯çən,smœrːja
865,ʃlaɪ̯fən,sliːpa
866,ʃnaɪ̯dən,ɧæːra
866,ʃnaɪ̯dən,klɪpːa
867,ʁʏtəln,skɑːka
868,ʃʏtəln,rɪsːta
869,ʃvɛŋkən,svɛŋːa
870,ʃʏtən,hɛlːa
871,fʏlən,fʏlːa
872,aɪ̯nvɪkəln,sloː ɪn
872,aɪ̯nvɪkəln,vɛkːla iːn
873,tʁaːɡən,bæːra
874,ʃlɛpən,slɛːpa
875,t͡siːən,drɑː
876,aʊ̯fbeːvaːʁən,fœrːvara
876,aʊ̯fbeːvaːʁən,tɑː vara poː
877,vɛɐ̯fən,kasːta
878,faŋən,fɔŋːa
879,pakən,ɡriːpa
879,pakən,ɡriːpa tɑːɡ
880,fɛɐ̯stɛkən,jømːa
881,taɪ̯lən,deːla
882,ʃɪkən,ɧɪkːa
883,bʁɪŋən,brɪŋːa
884,hɪnt͡suːfyːɡən,tɪlːɛɡa
885,bəkɔmən,foː
885,bəkɔmən,ɛrːhɔla
886,ɛɐ̯haltən,foː
886,ɛɐ̯haltən,ɛrːhɔla
887,neːmən,tɑː
887,neːmən,tɑːɡa
888,vɛːlən,vɛlːja
889,aʊ̯svɛːlən,ɵtːvɛlja
890,bəvaːʁən,bəvɑːra
891,bəhɪndɐn,hɪnːdra
891,bəhɪndɐn,fœrːhɪndra
892,fɛɐ̯dɛɐ̯bən,fœrːstœra
893,bəʃɛːdiːɡən,skɑːda
894,t͡sɛɐ̯bʁɛçən,bryːta iːsær
894,t͡sɛɐ̯bʁɛçən,bryːta sønːdər
895,t͡sɛʁaɪ̯sən,riːva sønːdər
895,t͡sɛʁaɪ̯sən,sliːta sønːdər
896,t͡sɛɐ̯støːʁən,fœrːstœra
897,fɛɐ̯bʁɛnən,brɛnːa
897,fɛɐ̯bʁɛnən,brɛnːa ɵpː
898,ɡeːbən,jeː
899,ʁaɪ̯çən,rɛkːa
900,ʃɛŋkən,ɧɛnːka
901,fɛɐ̯spʁɛçən,luːva
902,vʏnʃən,ønːska
903,loːbən,luːva
903,loːbən,bərømːa
904,kʏsən,pɵsːa
905,viːɡən,vaɡːa
906,t͡suːdɛkən,tɛkːa
907,vɛkən,vɛkːa
908,t͡saɪ̯ɡən,viːsa
909,fyːʁən,fœːra
910,leːʁən,læːra
911,ʊntɛʁɪçtən,ɵnːdɛrvɪsa
912,aʊ̯ft͡siːən,ɵpːfɔstra
913,laɪ̯tən,leːda
914,antʁaɪ̯bən,driːva poː
915,lasən,foː at
916,aɪ̯nlaːdən,bjʉːda
916,aɪ̯nlaːdən,ɪnːbjɵda
917,fɛɐ̯aɪ̯niːɡən,fœːrɛna
918,bəzuːχən,bəsøːka
919,tʁɛfən,møːta
919,tʁɛfən,trɛffːa
920,zɪç fɛɐ̯zaməln,fœrːsamla siːɡ
921,ʃpiːlən,leːka
921,ʃpiːlən,speːla
922,zɪŋən,ɧɵŋːa
923,tant͡sən,danːsa
924,zɪç tʁɛnən,ɧɪlːjas
925,fɛɐ̯lasən,lɛmːna
925,fɛɐ̯lasən,øːvɛrɡə
926,ʁɛtən,rɛdːa
927,bəvaχən,bəvɑːka
928,ʃʏt͡sən,ɧʏdːa
928,ʃʏt͡sən,bəɧʏdːa
929,fɛɐ̯taɪ̯diːɡən,fœrːsvara
930,zɪç ʃlaːɡən,slɔsː
931,ʃiːsən,ɧʉːta
932,ziːɡən,seːɡra
933,ɛɐ̯ɡɐn,fœːrarɡa
934,ʃlaːɡən,sloː
935,tʁeːtən,sparːka
936,ʃtɛçən,stɪkːa
937,ʃtoːsən,støːta
938,ʃteːlən,ɧɛːla
939,ʃtøːʁən,stœːra
940,bəlɛstiːɡən,jeːnɛra
940,bəlɛstiːɡən,bəsvæːra
941,fɛɐ̯bɛɐ̯ɡən,dølːja
942,tɔʏ̯ʃən,vɪlːsɛlɛda
943,bətʁyːɡən,bədrɑː
944,tøːtən,døːda
945,voːnən,buː
946,aɐ̯baɪ̯tən,arːbɛta
947,zaməln,samːla
948,p͡flʏkən,plɔkːa
949,jaːɡən,jɑːɡa
950,fɪʃən,fɪsːka
951,fasən,fɔŋːa
952,hyːtən,vakːta
953,tʁaɪ̯bən,driːva
954,anbɪndən,bɪnːda fasːt
955,fʏtɐn,fuːdra
956,mɛlkən,mjølːka
957,hakən,hakːa
958,ɡiːsən,hɛlːa
958,ɡiːsən,vatːna
959,ʁaɪ̯fən,mɔŋːna
960,t͡suːbeːʁaɪ̯tən,tɪlːaɡa
960,t͡suːbeːʁaɪ̯tən,tɪlːrɛda
961,kɔχən,kuːka
962,bakən,bɑːka
963,bʁaːtən,steːka
964,ʊmʁyːʁən,rœːra ɔmː
965,ʃtʁɪkən,stɪkːa
966,nɛːən,syː
967,fɛɐ̯bən,færːɡa
968,ʁaɪ̯niːɡən,rɛnːsa
968,ʁaɪ̯niːɡən,rɛŋːœra
969,vaʃən,tvɛtːa
970,abvɪʃən,tɔrːka ɑːv
971,ʃpyːlən,spuːla
971,ʃpyːlən,ɧølːja
972,feːɡən,fɛjːa
973,keːʁən,suːpa
974,baːdən,bɑːda
975,zɪç vaʃən,tvɛtːa siːɡ
976,aʊ̯st͡siːən,tɑː av
977,ant͡siːən,tɑː pɔ
978,zɪç ant͡siːən,klɛː pɔ siːɡ
979,kɛmən,kamːa
980,ʃmʏkən,pʏnːta
980,ʃmʏkən,smʏkːa
981,zaːɡən,sɛːɡa
982,ʃpʁɛçən,tɑːla
983,ʁeːdən,tɑːla
983,ʁeːdən,prɑːta
984,zɪç ʊntɛɐ̯haltən,prɑːta
985,fʁaːɡən,froːɡa
985,fʁaːɡən,spœrːja
986,bɪtən,beː
987,ɛɐ̯t͡sɛːlən,bərɛtːa
988,mɪtaɪ̯lən,mɛdːɛla
989,nɛnən,kalːa
990,ʁuːfən,ruːpa
991,pʁaːlən,proːla
991,pʁaːlən,skryːta
992,yːbɐzɛt͡sən,tɔlːka
992,yːbɐzɛt͡sən,øːvɛʂɛta
993,dɛŋkən,tɛnːka
994,ɡlaʊ̯bən,truː
995,bəmɛɐ̯kən,ɵpːmærksama
995,bəmɛɐ̯kən,lɛɡːa mærːɕɛ tɪlː
996,ɛɐ̯kɛnən,ɕɛnːa iːɡən
997,bəɡʁaɪ̯fən,bəɡriːpa
998,fɛɐ̯ʃteːən,fœrːstɔ
999,lɛɐ̯nən,læːra siːɡ
1000,vɪsən,veːta
1001,zɪç eːʁɪnɛɐ̯n aːn,mɪnːas
1001,zɪç eːʁɪnɛɐ̯n aːn,kɔma ihoːɡ
1002,fɛɐ̯ɡɛsən,ɡlømːa
1003,mɛsən,mɛːta
1004,t͡sɛːlən,rɛːkna
1005,ʁɛçnən,rɛːkna
1006,leːzən,lɛːsa
1007,maːlən,moːla
1008,t͡saɪ̯çnən,tɛkːna
1009,ʃʁaɪ̯bən,skriːva
1010,bəzɪt͡sən,ɛːɡa
1010,bəzɪt͡sən,bəsɪtːa
1011,kaʊ̯fən,ɕøːpa
1012,fɛɐ̯kaʊ̯fən,sɛlːja
1013,bət͡saːlən,bətɑːla
1014,t͡saːlən,bətɑːla
1015,bəhɛɐ̯ʃən,bəhærːska
1016,ɛɐ̯tʁaːɡən,toːla
1016,ɛɐ̯tʁaːɡən,ɵtːhæɖa
