concept_id,rus,ukr,distance
2, ['#', '*', 'uˑ', 'x', 'ə'], ['#', 'w', 'u', 'x', 'ɔ'], 0.3
3, ['#', 'n', 'ɔˑ', 's'], ['#', 'nʲ', 'i', 's'], 0.22
4, ['#', 'r', 'ɔˑ', 't'], ['#', 'r', 'ɔ', 't'], 0.04
5, ['#', 'z', 'uˑ', 'p'], ['#', 'z', 'u', 'b'], 0.09
6, ['#', 'j', 'ɐ', 'z', 'ɨˑ', 'k'], ['#', 'j', 'ɑ', 'z', 'ɪ', 'k'], 0.08
66, ['#', 'zʲ', 'ɪ', 'm', 'l', 'aˑ'], ['#', 'z', 'ɛ', 'm', 'lʲ', 'ɑ'], 0.16
67, ['#', 'p', 'ɨˑ', 'l'], ['#', 'p', 'ɪ', 'l'], 0.08
68, ['#', 'd', 'ɨˑ', 'm'], ['#', 'd', 'ɪ', 'm'], 0.08
69, ['#', 'j', 'ɨˑ', 's', 'k', 'r', 'ə'], ['#', 'j', 'i', 's', 'k', 'r', 'ɑ'], 0.07
70, ['#', '*', 'ɐ', 'ɡ', 'ɔˑ', 'nʲ'], ['#', 'w', 'ɔ', 'ɦ', 'ɔ', 'nʲ'], 0.32
71, ['#', 's', 'vʲ', 'eˑ', 't', '*', '*'], ['#', 's', 'v', 'i', 't', 'l', 'ɔ'], 0.35
72, ['#', 'tʲ', 'eˑ', 'nʲ'], ['#', 'tʲ', 'i', 'nʲ'], 0.06
73, ['#', 'p', 'ɐ', 'ɡ', 'ɔˑ', 'd', 'ə'], ['#', 'p', 'ɔ', 'ɦ', 'ɔ', 'd', 'ɑ'], 0.16
74, ['#', 't', 'u', 'm', 'aˑ', 'n'], ['#', 't', 'u', 'm', 'ɑ', 'n'], 0.06
76, ['#', 'd', 'ə', 'ʒ', 'tʲ'], ['#', 'd', 'ɔ', 'ʂ', 'ʈ͡ʂ'], 0.23
77, ['#', 's', 'nʲ', 'eˑ', 'k'], ['#', 's', 'nʲ', 'i', 'ɦ'], 0.17
78, ['#', 'l', 'o', 't'], ['#', 'lʲ', 'i', 'd'], 0.2
79, ['#', 'm', 'ɐ', 'r', 'ɔˑ', 's'], ['#', 'm', 'ɔ', 'r', 'ɔ', 'z'], 0.12
80, ['#', 'x', 'ɔˑ', 'ɫ', 'ə', 't'], ['#', 'x', 'ɔ', 'l', 'ɔ', 'd'], 0.18
81, ['#', 'ʒ', 'ɐ', 'r', 'aˑ'], ['#', 'ʐ', 'ɑ', 'r', '*'], 0.25
82, ['#', 'j', 'ɨˑ', 'nʲ', 'ɪ', 'j'], ['#', 'j', 'i', 'nʲ', 'i', 'j'], 0.07
83, ['#', 'r', 'aˑ', '*', 'd', 'u', 'ɡ', 'ə'], ['#', 'r', 'ɑ', 'j', 'd', 'u', 'ɦ', 'ɑ'], 0.25
84, ['#', 'ɡ', 'r', 'ɔˑ', 'm'], ['#', 'ɦ', 'rʲ', 'i', 'm'], 0.25
85, ['#', 'tʲ', 'ɪ', 't͡ʃʲ', 'eˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 's', 't', 'r', 'u', 'm', 'ɪ', 'n', 'ɑ'], 0.4
86, ['#', 'k', '*', 'aˑ', 'p', 'l', 'ɪ'], ['#', 'k', 'r', 'ɑ', 'p', 'lʲ', 'ɑ'], 0.27
87, ['#', 'pʲ', 'eˑ', 'n', 'ə'], ['#', 'pʲ', 'i', 'n', 'ɑ'], 0.1
88, ['#', 'ɡ', 'rʲ', 'aˑ', 'sʲ'], ['#', 'b', 'r', 'u', 'd'], 0.33
89, ['#', 'ɔˑ', 'zʲ', 'ɪ', 'r', 'ə'], ['#', 'ɔ', 'z', 'ɛ', 'r', 'ɔ'], 0.16
91, ['#', 'b', 'ɐ', 'ɫ', 'ɔˑ', 't', 'ə'], ['#', 'b', 'ɔ', 'l', 'ɔ', 't', 'ɔ'], 0.18
92, ['#', 'ɫ', 'uˑ', 'k'], ['#', 'l', 'u', 'ɦ'], 0.29
92, ['#', 'ɫ', 'uˑ', 'k', '*'], ['#', 'l', 'u', 'k', 'ɑ'], 0.31
93, ['#', 'l', 'eˑ', 's'], ['#', 'lʲ', 'i', 's'], 0.11
94, ['#', 'x', 'ɔˑ', 'ɫ', 'm'], ['#', 'ɦ', 'ɔ', 'r', 'b'], 0.23
96, ['#', 'ɡ', 'ɐ', 'r', 'aˑ'], ['#', 'ɦ', 'ɔ', 'r', 'ɑ'], 0.21
97, ['#', 'vʲ', 'ɪ', 'r', 'ʃ', 'ɨˑ', 'n', 'ə'], ['#', 'w', 'ɛ', 'r', 'ʂ', 'ɪ', 'n', 'ɑ'], 0.19
98, ['#', 'pʲ', 'ɪ', 'ʃʲː', 'eˑ', 'r', 'ə'], ['#', 'p', 'ɛ', 'ʈ͡ʂ', 'ɛ', 'r', 'ɑ'], 0.22
99, ['#', 's', 'k', 'ɫ', 'ɔˑ', 'n'], ['#', 's', 'x', '*', 'ɪ', 'l'], 0.34
102, ['#', 'rʲ', 'ɪ', '*', 'k', 'aˑ'], ['#', 'rʲ', 'i', 'ʈ͡ʂ', 'k', 'ɑ'], 0.25
103, ['#', 'bʲ', 'eˑ', 'rʲ', 'ɪ', 'k'], ['#', 'b', 'ɛ', 'r', 'ɛ', 'ɦ'], 0.25
105, ['#', 's', 'uˑ', 'ʃ', 'ə'], ['#', 's', 'u', 'ʂ', 'ɑ'], 0.1
106, ['#', 'm', 'ɔˑ', 'rʲ', 'ɪ'], ['#', 'm', 'ɔ', 'r', 'ɛ'], 0.12
107, ['#', 'b', 'uˑ', 'x', 't', 'ə'], ['#', 'b', 'u', 'x', 't', 'ɑ'], 0.07
107, ['#', 'b', 'uˑ', 'x', '*', 't', 'ə'], ['#', 'z', 'ɑ', 't', 'ɔ', 'k', 'ɑ'], 0.39
108, ['#', 'ɔˑ', 's', 't', 'r', 'ə', 'f'], ['#', 'ɔ', 's', 't', 'rʲ', 'i', 'w'], 0.2
109, ['#', 't͡s', 'vʲ', 'ɪ', 't', 'ɔˑ', 'k', '*'], ['#', 'k', 'v', 'i', 't', '*', 'k', 'ɑ'], 0.33
110, ['#', 't', 'r', 'ɐ', 'v', 'aˑ'], ['#', 't', 'r', 'ɑ', 'w', 'ɑ'], 0.18
111, ['#', 'k', 'ɔˑ', 'rʲ', 'ɪ', 'nʲ'], ['#', 'k', 'ɔ', 'rʲ', 'i', 'nʲ'], 0.06
112, ['#', 'dʲ', 'eˑ', 'rʲ', 'ɪ', 'v', 'ə'], ['#', 'd', 'ɛ', 'r', 'ɛ', 'w', 'ɔ'], 0.26
113, ['#', 's', 't', '*', '*', 'v', 'ɔˑ', 'ɫ'], ['#', 's', 't', 'ɔ', 'w', 'b', 'u', 'r'], 0.38
114, ['#', 'k', 'ɐ', 'r', 'aˑ'], ['#', 'k', 'ɔ', 'r', 'ɑ'], 0.13
117, ['#', 'l', 'iˑ', 's', 't'], ['#', 'l', 'ɪ', 's', 't'], 0.07
118, ['#', 'bʲ', 'ɪ', 'rʲ', 'o', 'z', 'ə'], ['#', 'b', 'ɛ', 'r', 'ɛ', 'z', 'ɑ'], 0.19
119, ['#', 's', 'ɐ', 's', 'n', 'aˑ'], ['#', 's', 'ɔ', 's', 'n', 'ɑ'], 0.11
120, ['#', 'j', 'ɨˑ', '*', 'v', 'ə'], ['#', 'w', 'ɛ', 'r', 'b', 'ɑ'], 0.38
122, ['#', 'r', 'ɔˑ', 'k'], ['#', 'rʲ', 'i', 'ɦ'], 0.37
123, ['#', 'pʲ', 'ɪ', 'r', 'ɔˑ'], ['#', 'p', 'ɛ', 'r', 'ɔ'], 0.12
124, ['#', 'ʃ', 'k', 'uˑ', '*', 'r', 'ə'], ['#', '*', 'x', 'u', 't', 'r', 'ɔ'], 0.39
125, ['#', 'k', 'r', 'ɨ', 'ɫ', 'ɔˑ'], ['#', 'k', 'r', 'ɪ', 'l', 'ɔ'], 0.12
126, ['#', 'k', 'ɔˑ', 'ɡ', 'ə', 'tʲ'], ['#', 'k', 'i', 'ɦ', 'ɔ', 'tʲ'], 0.23
127, ['#', 'ɫ', 'aˑ', 'p', 'ə'], ['#', 'l', 'ɑ', 'p', 'ɑ'], 0.2
128, ['#', 'x', 'v', 'ɔˑ', 's', 't'], ['#', 'x', 'v', 'i', 's', 't'], 0.11
129, ['#', 'j', 'ə', 'j', 't͡s', 'ɔˑ'], ['#', 'j', 'ɑ', 'j', 't͡s', 'ɛ'], 0.12
130, ['#', 'ɡ', 'nʲ', 'ɪ', 'z', 'd', 'ɔˑ'], ['#', 'ɦ', 'nʲ', 'i', 'z', 'd', 'ɔ'], 0.1
133, ['#', 's', 't', 'aˑ', 'd', 'ə'], ['#', 's', 't', 'ɑ', 'd', 'ɔ'], 0.11
134, ['#', 'k', 'ɐ', 'r', 'ɔˑ', 'v', 'ə'], ['#', 'k', 'ɔ', 'r', 'ɔ', 'w', 'ɑ'], 0.19
135, ['#', 'b', 'ɨˑ', 'k'], ['#', 'b', 'ɪ', 'k'], 0.08
137, ['#', '*', 'ɐ', 'v', 't͡s', 'aˑ'], ['#', 'v', 'i', 'w', 't͡sʲ', 'ɑ'], 0.4
138, ['#', 's', 'vʲ', 'i', 'nʲ', 'aˑ'], ['#', 's', 'w', 'ɪ', 'nʲ', 'ɑ'], 0.18
139, ['#', 's', 'ɐ', 'b', 'aˑ', 'k', 'ə'], ['#', 's', 'ɔ', 'b', 'ɑ', 'k', 'ɑ'], 0.13
140, ['#', 'k', 'ɔˑ', 'ʃ', 'k', 'ə'], ['#', 'k', 'i', 'ʂ', 'k', 'ɑ'], 0.17
141, ['#', 'mʲ', 'ɪ', 'd', 'vʲ', 'eˑ', 'tʲ'], ['#', 'w', 'ɛ', 'd', 'm', 'i', 'dʲ'], 0.26
142, ['#', 'bʲ', 'eˑ', 'ɫ', 'k', 'ə'], ['#', 'b', 'i', 'l', 'k', 'ɑ'], 0.18
143, ['#', 'ɫ', 'ɔˑ', 'sʲ'], ['#', 'l', 'ɔ', 'sʲ'], 0.14
144, ['#', 'l', 'i', 's', '*', '*', 'aˑ'], ['#', 'l', 'ɪ', 's', 'ɪ', 't͡sʲ', 'ɑ'], 0.36
145, ['#', 'z', 'aˑ', 'j', 'ə', 't͡s'], ['#', 'z', 'ɑ', 'j', 'ɛ', 't͡sʲ'], 0.12
146, ['#', 'm', 'ɨˑ', 'ʃ', '*'], ['#', 'm', 'ɪ', 'ʂ', 'ɑ'], 0.29
147, ['#', 'v', 'ɔˑ', 'ɫ', 'k'], ['#', 'w', 'ɔ', 'w', 'k'], 0.31
148, ['#', 'p', 'tʲ', 'iˑ', 't͡s', 'ə'], ['#', 'p', 't', 'ɑ', 'x', '*'], 0.33
149, ['#', 's', '*', 't', 'aˑ', 'j', 'ə'], ['#', 'z', 'ɦ', 'r', 'ɑ', 'j', 'ɑ'], 0.31
150, ['#', 'k', 'uˑ', 'rʲ', 'i', 't͡s', 'ə'], ['#', 'k', 'u', 'r', '*', 'k', 'ɑ'], 0.27
153, ['#', 'ɐ', 'rʲ', 'o', 'ɫ'], ['#', 'ɔ', 'r', 'ɛ', 'l'], 0.27
154, ['#', '*', 'uˑ', 't', 'k', 'ə'], ['#', 'k', 'ɑ', 'ʈ͡ʂ', 'k', 'ɑ'], 0.34
155, ['#', 's', 'ɐ', 'v', 'aˑ'], ['#', 's', 'ɔ', 'w', 'ɑ'], 0.25
156, ['#', 'ʒ', 'u', 'r', 'aˑ', '*', 'v', 'l'], ['#', 'ʐ', 'u', 'r', 'ɑ', 'w', 'ɛ', 'lʲ'], 0.33
157, ['#', 'v', 'ɐ', 'r', 'ɔˑ', 'n', 'ə'], ['#', 'w', 'ɔ', 'r', 'ɔ', 'n', 'ɑ'], 0.19
159, ['#', 'l', 'eˑ', 'bʲ', 'ɪ', 'tʲ'], ['#', 'l', 'ɛ', 'b', 'i', 'dʲ'], 0.14
160, ['#', 'r', 'ɨˑ', 'b', 'ə'], ['#', 'r', 'ɪ', 'b', 'ɑ'], 0.12
161, ['#', 'ɔˑ', 'k', 'u', 'nʲ'], ['#', 'ɔ', 'k', 'u', 'nʲ'], 0.03
162, ['#', 'ʃ', 'ʃ', 'uˑ', 'k', 'ə'], ['#', 'ʂ', 'ʈ͡ʂ', 'u', 'k', 'ɑ'], 0.12
163, ['#', 'z', 'mʲ', 'ɪ', 'j', 'aˑ'], ['#', 'z', 'm', 'i', 'j', 'ɑ'], 0.12
164, ['#', 't͡ʃʲ', 'ɪ', 'r', '*', 'vʲ', 'aˑ', 'k'], ['#', 'ʈ͡ʂ', 'ɛ', 'r', 'w', 'j', 'ɑ', 'k'], 0.32
165, ['#', 'p', 'ɐ', '*', 'uˑ', 'k'], ['#', 'p', 'ɑ', 'w', 'u', 'k'], 0.22
166, ['#', 'm', 'u', 'r', 'ɐ', 'vʲ', 'eˑ', 'j'], ['#', 'm', 'u', 'r', 'ɑ', 'ʂ', 'k', 'ɑ'], 0.35
167, ['#', 'v', 'ɔˑ', 'ʃ', '*'], ['#', 'w', 'ɔ', 'ʂ', 'ɑ'], 0.37
168, ['#', 'k', 'ɐ', 'm', 'aˑ', 'r'], ['#', 'k', 'ɔ', 'm', 'ɑ', 'r'], 0.11
169, ['#', 'm', 'uˑ', 'x', 'ə'], ['#', 'm', 'u', 'x', 'ɑ'], 0.08
170, ['#', 'b', 'aˑ', 'b', 'ə', 't͡ʃ', '*', 'k', 'ə'], ['#', 'm', 'ɛ', 't', 'ɛ', 'l', 'ɪ', 'k', '*'], 0.36
171, ['#', 'j', 'aˑ', 'ɡ', 'ə', 'd', 'ə'], ['#', 'j', 'ɑ', 'ɦ', 'ɔ', 'd', 'ɑ'], 0.19
172, ['#', 'j', 'aˑ', 'b', 'ɫ', 'ə', 'k', 'ə'], ['#', 'j', 'ɑ', 'b', 'l', 'u', 'k', 'ɔ'], 0.19
173, ['#', 'ɡ', 'rʲ', 'iˑ', 'p'], ['#', 'ɦ', 'r', 'ɪ', 'b'], 0.23
175, ['#', 'sʲ', 'eˑ', 'mʲ', '*', 'ɪ'], ['#', 'sʲ', 'i', 'm', 'j', 'ɑ'], 0.3
176, ['#', 'zʲ', 'ɪ', 'r', 'n', 'ɔˑ'], ['#', 'z', 'ɛ', 'r', 'n', 'ɔ'], 0.1
177, ['#', 'sʲ', 'eˑ', 'n', 'ə'], ['#', 'sʲ', 'i', 'n', 'ɔ'], 0.12
179, ['#', 'j', 'aˑ', 'm', 'ə'], ['#', 'j', 'ɑ', 'm', 'ɑ'], 0.12
180, ['#', 'ɫ', 'ɐ', 'v', 'uˑ', 'ʃ', 'k', 'ə'], ['#', 'p', 'ɑ', 's', '*', 't', 'k', 'ɑ'], 0.3
182, ['#', 's', 'l', 'eˑ', 't'], ['#', 's', 'lʲ', 'i', 'd'], 0.13
183, ['#', 'z', 'ɐ', 'ɫ', 'aˑ'], ['#', 'z', 'ɔ', 'l', 'ɑ'], 0.21
183, ['#', 'pʲ', 'eˑ', 'pʲ', 'ɪ', 'ɫ'], ['#', 'p', 'ɔ', 'pʲ', 'i', 'l'], 0.23
184, ['#', 'ɡ', 'rʲ', 'aˑ', 'sʲ'], ['#', 'b', 'r', 'u', 'd'], 0.33
185, ['#', 'ʒ', 'ɪ', 'l', 'eˑ', 'z', 'ə'], ['#', 'z', 'ɑ', 'lʲ', 'i', 'z', 'ɔ'], 0.17
186, ['#', 'z', 'ɔˑ', 'ɫ', 'ə', 't', 'ə'], ['#', 'z', 'ɔ', 'l', 'ɔ', 't', 'ɔ'], 0.18
187, ['#', 'sʲ', 'ɪ', 'rʲ', 'ɪ', 'b', 'r', 'ɔˑ'], ['#', 's', '*', 'rʲ', 'i', 'b', 'l', 'ɔ'], 0.22
189, ['#', 's', 'tʲ', 'ɪ', 'k', 'ɫ', 'ɔˑ'], ['#', 's', '*', '*', 'k', 'l', 'ɔ'], 0.37
190, ['#', 'ɡ', 'l', 'iˑ', 'n', 'ə'], ['#', 'ɦ', 'l', 'ɪ', 'n', 'ɑ'], 0.16
191, ['#', 'pʲ', 'ɪ', 's', 'ɔˑ', 'k'], ['#', 'pʲ', 'i', 's', 'ɔ', 'k'], 0.06
195, ['#', 'rʲ', 'ɪ', 'bʲ', 'o', 'n', 'ə', 'k'], ['#', 'd', 'ɪ', 't', 'ɪ', 'n', 'ɑ', '*'], 0.33
197, ['#', 'dʲ', 'eˑ', '*', 'v', 'ə', 't͡ʃ', 'k', 'ə'], ['#', 'dʲ', 'i', 'w', 'ʈ͡ʂ', 'ɪ', 'n', '*', 'ɑ'], 0.37
198, ['#', 'sʲ', 'ɪ', 'mʲ', '*', 'aˑ'], ['#', 'sʲ', 'i', 'm', 'j', 'ɑ'], 0.28
199, ['#', 'dʲ', 'eˑ', 'd', 'u', 'ʃ', 'k', 'ə'], ['#', 'dʲ', 'i', 'd', 'u', 'sʲ', '*', '*'], 0.32
200, ['#', 'b', 'aˑ', 'b', 'u', 'ʃ', 'k', 'ə'], ['#', 'b', 'ɑ', 'b', 'u', 'sʲ', '*', 'ɑ'], 0.24
203, ['#', 'm', 'aˑ', 'tʲ', '*'], ['#', 'm', 'ɑ', 't', 'ɪ'], 0.31
204, ['#', 's', 'ɨˑ', 'n'], ['#', 's', 'ɪ', 'n'], 0.08
206, ['#', 'b', 'r', 'aˑ', 't'], ['#', 'b', 'r', 'ɑ', 't'], 0.07
207, ['#', 'sʲ', 'ɪ', 's', 't', 'r', 'aˑ'], ['#', 's', 'ɛ', 's', 't', 'r', 'ɑ'], 0.11
208, ['#', 'dʲ', 'aˑ', 'dʲ', '*', 'ɪ'], ['#', 'dʲ', 'ɑ', 'dʲ', 'k', 'ɔ'], 0.31
209, ['#', 'tʲ', 'o', 'tʲ', '*', 'ɪ'], ['#', 'tʲ', 'i', 't', 'k', 'ɑ'], 0.33
211, ['#', 'ʒ', '*', 'ɪ', 'n', '*', 'aˑ'], ['#', 'ʐ', 'j', 'i', 'n', 'k', 'ɑ'], 0.37
213, ['#', 's', 'mʲ', 'eˑ', 'x'], ['#', 's', 'm', 'i', 'x'], 0.09
214, ['#', 's', 't͡ʃ', 'aˑ', 's', 'tʲ', 'ɪ'], ['#', 'ʂ', 'ʈ͡ʂ', 'ɑ', 's', 'tʲ', 'ɑ'], 0.15
215, ['#', 'ɡ', 'ɔˑ', 'rʲ', 'ɪ'], ['#', 'ɦ', 'ɔ', 'r', 'ɛ'], 0.2
218, ['#', 'd', 'uˑ', 'x'], ['#', 'd', 'u', 'x'], 0.04
220, ['#', 'p', 'aˑ', 'mʲ', '*', 'ɪ', 'tʲ'], ['#', 'p', 'ɑ', 'm', 'j', 'ɑ', 'tʲ'], 0.27
222, ['#', 's', 'm', 'ɨˑ', 's', 'ɫ'], ['#', 'z', 'm', 'i', 's', 't'], 0.11
224, ['#', 'p', 'r', 'aˑ', 'v', 'd', 'ə'], ['#', 'p', 'r', 'ɑ', 'w', 'd', 'ɑ'], 0.17
226, ['#', 's', 'k', 'aˑ', 'z', 'k', 'ə'], ['#', '*', 'b', 'ɑ', 'j', 'k', 'ɑ'], 0.34
229, ['#', 'n', 'ɔˑ', 'v', 'ə', 's', 'tʲ'], ['#', 'n', 'ɔ', 'w', 'ɪ', 'n', 'ɑ'], 0.33
230, ['#', 'j', 'ɨˑ', 'mʲ', '*', 'ɪ'], ['#', 'j', 'i', 'm', 'j', 'ɑ'], 0.3
231, ['#', 'z', 'ɐ', 'ɡ', 'aˑ', 'd', 'k', 'ə'], ['#', 'z', 'ɑ', 'ɦ', 'ɑ', 'd', 'k', 'ɑ'], 0.14
234, ['#', 'ɡ', 'ɔˑ', 'ɫ', 'ə', 's'], ['#', 'ɦ', 'ɔ', 'l', 'ɔ', 's'], 0.22
235, ['#', 's', 'ɫ', 'ɔˑ', 'v', 'ə'], ['#', 's', 'l', 'ɔ', 'w', 'ɔ'], 0.25
236, ['#', 'z', 'n', 'aˑ', 'k'], ['#', 'z', 'n', 'ɑ', 'k'], 0.07
238, ['#', 'ʃ', 'uˑ', 'm'], ['#', 'ʂ', 'u', 'm'], 0.07
239, ['#', 'z', 'v', 'uˑ', 'k'], ['#', 'z', 'w', 'u', 'k'], 0.15
241, ['#', 'pʲ', 'eˑ', 's', 'nʲ', 'ɪ'], ['#', 'pʲ', 'i', 's', 'nʲ', 'ɑ'], 0.1
242, ['#', '*', 'p', 'ɐ', 'k', 'ɔˑ', 'j'], ['#', 's', 'p', 'ɔ', 'k', 'i', 'j'], 0.29
243, ['#', 'l', 'uˑ', 'dʲ', 'i'], ['#', 'lʲ', 'u', 'd', 'ɪ'], 0.15
