lang_iso_code,concept_id,ortho_form,raw_ipa,next_step
swe,422,pengar,pɛŋːar,validate
swe,423,rörelse,rœːrɛlsə,validate
swe,424,affär,affːær,validate
swe,425,pris,priːs,validate
swe,426,vara,vɑːra,validate
swe,427,gagn,ɡaŋːn,validate
swe,427,nytta,nʏtːa,validate
swe,428,rikedom,riːɕɛdɔm,validate
swe,429,värld,væɭːd,validate
swe,430,land,lanːd,validate
swe,431,stat,stɑːt,validate
swe,432,kung,kɵŋː,validate
swe,432,konung,kuːnɵŋ,validate
swe,433,makt,makːt,validate
swe,434,gräns,ɡrɛnːs,validate
swe,435,krig,kriːɡ,validate
swe,436,fiende,fiːɛndə,validate
swe,437,våld,vɔlːd,validate
swe,438,kamp,kamːp,validate
swe,438,strid,striːd,validate
swe,439,båge,boːɡə,validate
swe,440,pil,piːl,validate
swe,441,gevär,jeːvær,validate
swe,442,fel,feːl,validate
swe,443,lögn,løŋːn,validate
swe,444,skada,skɑːda,validate
swe,445,otur,uːtɵr,validate
swe,445,olycka,uːlʏka,validate
swe,446,skuld,skɵlːd,validate
swe,447,ålder,ɔlːdər,validate
swe,448,slut,slʉːt,validate
swe,449,tid,tiːd,validate
swe,450,dag,dɑːɡ,validate
swe,451,morgon,mɔrːɡɔn,validate
swe,452,middag,mɪdːaɡ,validate
swe,453,kväll,kvɛlː,validate
swe,454,natt,natː,validate
swe,455,vecka,vɛkːa,validate
swe,456,månad,moːnad,validate
swe,457,år,oːr,validate
swe,458,vår,voːr,validate
swe,459,sommar,sɔmːar,validate
swe,460,höst,høsːt,validate
swe,461,vinter,vɪnːtər,validate
swe,462,januari,jɑːnɵarɪ,validate
swe,463,februari,feːbrɵarɪ,validate
swe,464,mars,marːs,validate
swe,465,april,ɑːprɪl,validate
swe,466,maj,majː,validate
swe,467,juni,jʉːnɪ,validate
swe,468,juli,jʉːlɪ,validate
swe,469,augusti,ɑːɵɡɵstɪ,validate
swe,470,september,sɛpːtɛmbər,validate
swe,471,oktober,ɔkːtɔbər,validate
swe,472,november,nuːvɛmbər,validate
swe,473,december,deːsɛmbər,validate
swe,474,måndag,mɔnːdaɡ,validate
swe,475,tisdag,tɪsːdaɡ,validate
swe,476,onsdag,ɔnːsdaɡ,validate
swe,477,torsdag,tɔrːsdaɡ,validate
swe,478,fredag,freːdaɡ,validate
swe,479,lördag,lœːɖaɡ,validate
swe,480,söndag,sønːdaɡ,validate
swe,481,stor,stuːr,validate
swe,482,liten,liːtən,validate
swe,483,lång,lɔŋː,validate
swe,484,kort,kuːʈ,validate
swe,485,bred,breːd,validate
swe,486,smal,smɑːl,validate
swe,487,tät,tɛːt,validate
swe,488,tjock,ɕɔkː,validate
swe,489,tunn,tɵnː,validate
swe,490,fin,fiːn,validate
swe,491,fast,fasːt,validate
swe,492,platt,platː,validate
swe,493,glatt,ɡlatː,validate
swe,494,hård,hoːɖ,validate
swe,495,mjuk,mjʉːk,validate
swe,496,rund,rɵnːd,validate
swe,497,toppig,tɔpːɪɡ,validate
swe,497,spetsig,spɛtːsɪɡ,validate
swe,498,vass,vasː,validate
swe,498,skarp,skarːp,validate
swe,499,slö,sløː,validate
swe,500,tung,tɵŋː,validate
swe,501,skön,ɧøːn,validate
swe,501,vacker,vakːər,validate
swe,502,het,heːt,validate
swe,503,varm,varːm,validate
swe,504,kall,kalː,validate
swe,505,sval,svɑːl,validate
swe,505,kylig,ɕyːlɪɡ,validate
swe,506,färsk,færːsk,validate
swe,507,fuktig,fɵkːtɪɡ,validate
swe,508,våt,voːt,validate
swe,509,torr,tɔrː,validate
swe,510,full,fɵlː,validate
swe,511,tom,tɔmː,validate
swe,512,öppen,øpːən,validate
swe,513,stängd,stɛŋːd,validate
swe,514,ren,reːn,validate
swe,515,snuskig,snɵsːɕɪɡ,validate
swe,516,rå,roː,validate
swe,517,mogen,muːɡən,validate
swe,518,läcker,lɛkːər,validate
swe,519,söt,søːt,validate
swe,520,besk,bɛsːk,validate
swe,520,bitter,bɪtːər,validate
swe,521,sur,sʉːr,validate
swe,522,ljus,jʉːs,validate
swe,523,mörk,mœrːk,validate
swe,524,svart,svɑːʈ,validate
swe,525,vit,viːt,validate
swe,526,röd,røːd,validate
swe,527,gul,ɡʉːl,validate
swe,528,blå,bloː,validate
swe,529,grön,ɡrøːn,validate
swe,530,grå,ɡroː,validate
swe,531,brokig,bruːɕɪɡ,validate
swe,532,billig,bɪlːɪɡ,validate
swe,533,dyr,dyːr,validate
swe,534,värdefull,væːɖɛfɵl,validate
swe,535,blind,blɪnːd,validate
swe,536,döv,døːv,validate
swe,537,kraftig,krafːtɪɡ,validate
swe,538,stark,starːk,validate
swe,539,svag,svɑːɡ,validate
swe,540,fet,feːt,validate
swe,541,slank,slanːk,validate
swe,542,snygg,snʏɡː,validate
swe,542,vacker,vakːər,validate
swe,543,ond,ɔnːd,validate
swe,543,elak,eːlak,validate
swe,544,dum,dɵmː,validate
swe,545,lat,lɑːt,validate
swe,546,flitig,fliːtɪɡ,validate
swe,547,snål,snoːl,validate
swe,547,girig,jiːrɪɡ,validate
swe,548,klok,kluːk,validate
swe,549,händig,hɛnːdɪɡ,validate
swe,549,skicklig,ɧɪkːlɪɡ,validate
swe,550,kär,ɕæːr,validate
swe,550,snäll,snɛlː,validate
swe,551,rolig,ruːlɪɡ,validate
swe,551,lustig,lɵsːtɪɡ,validate
swe,552,mild,mɪlːd,validate
swe,553,hungrig,hɵŋːrɪɡ,validate
swe,554,sjuk,ɧʉːk,validate
swe,555,naken,nɑːkən,validate
swe,556,ledsen,lɛdːsən,validate
swe,556,sorgsen,sɔrːɡsən,validate
swe,557,levande,leːvandə,validate
swe,558,bra,brɑː,validate
swe,559,dålig,doːlɪɡ,validate
swe,560,riktig,rɪkːtɪɡ,validate
swe,561,illa,ɪlːa,validate
swe,562,sann,sanː,validate
swe,563,gammal,ɡamːal,validate
swe,564,ny,nyː,validate
swe,565,forn,fuːɳ,validate
swe,565,tidigare,tiːdɪɡarə,validate
swe,566,gammal,ɡamːal,validate
swe,567,ung,ɵŋː,validate
swe,568,fattig,fatːɪɡ,validate
swe,569,rik,riːk,validate
swe,570,känd,ɕɛnːd,validate
swe,571,berömd,bərømːd,validate
swe,572,främmande,frɛmːandə,validate
swe,573,åtskillig,ɔtːɧɪlɪɡ,validate
swe,574,nära,næːra,validate
swe,575,fjärran,fjærːan,validate
swe,576,vänster,vɛnːstər,validate
swe,577,höger,høːɡər,validate
swe,578,annan,anːan,validate
swe,579,första,fœrːsta,validate
swe,580,andra,anːdra,validate
swe,581,tredje,trɛdːjə,validate
swe,582,sist,sɪsːt,validate
swe,583,allena,alːɛna,validate
swe,584,på en gång,poː ɛn ɡɔŋː,validate
swe,585,tillsammans,tɪlːsamans,validate
swe,586,länge,lɛŋːə,validate
swe,587,plötsligt,pløtːslɪɡt,validate
swe,588,strax,straksː,validate
swe,588,genast,jeːnast,validate
swe,589,senare,seːnarə,validate
swe,590,nu,nʉː,validate
swe,591,i dag,iː daɡ,validate
swe,592,i morgon,iː mɔrɡɔn,validate
swe,593,snart,snɑːʈ,validate
swe,594,då,doː,validate
swe,595,i går,iː ɡɔr,validate
swe,596,en gång,eːn ɡɔŋ,validate
swe,597,då,doː,validate
swe,597,den gången,deːn ɡɔŋən,validate
swe,598,därefter,dæːrɛftər,validate
swe,599,före,fœːrə,validate
swe,599,förut,fœːrɵt,validate
swe,600,först,fœrːst,validate
swe,601,en gång,eːn ɡɔŋ,validate
swe,602,ibland,iːbland,validate
swe,603,ofta,ɔfːta,validate
swe,604,alltid,alːtɪd,validate
swe,605,aldrig,alːdrɪɡ,validate
swe,606,här,hæːr,validate
swe,607,hit,hiːt,validate
swe,608,härifrån,hæːrɪfrɔn,validate
swe,609,där,dæːr,validate
swe,610,dit,diːt,validate
swe,611,rätt fram,rɛtː framː,validate
swe,612,fram,framː,validate
swe,612,framåt,framːɔt,validate
swe,613,baklänges,bɑːklɛŋəs,validate
swe,614,tillbaka,tɪlːbaka,validate
swe,615,nere,neːrə,validate
swe,615,nedanför,neːdanfœr,validate
swe,616,ned,neːd,validate
swe,616,nedåt,neːdɔt,validate
swe,617,ovan,uːvan,validate
swe,617,ovanpå,uːvanpoː,validate
swe,618,upp,ɵpː,validate
swe,618,uppåt,ɵpːɔt,validate
swe,619,överallt,øːvɛralt,validate
swe,620,ej,ɛjː,validate
swe,620,inte,ɪnːtə,validate
swe,621,litet,liːtət,validate
swe,622,knappt,knapːt,validate
swe,622,knappast,knapːast,validate
swe,623,mycket,mʏkːət,validate
swe,624,så,soː,validate
swe,625,än,ɛːn,validate
swe,625,ännu,ɛnːɵ,validate
swe,626,bara,bɑːra,validate
swe,626,endast,ɛnːdast,validate
swe,627,redan,reːdan,validate
swe,628,åter,oːtər,validate
swe,629,förgäves,fœrːjɛvəs,validate
swe,630,utanför,ʉːtanfœr,validate
swe,631,bakom,bɑːkɔm,validate
swe,632,under,ɵnːdər,validate
swe,633,genom,jeːnɔm,validate
swe,633,igenom,iːjɛnɔm,validate
swe,634,bredvid,brɛdːvɪd,validate
swe,634,vid sidan av,viːd ˈsiːdan ˌɑːv,validate
swe,635,mellan,mɛlːan,validate
swe,636,på grund av,poː ɡrɵnd ɑːv,validate
swe,637,detta,dɛtːa,validate
swe,638,det,deːt,validate
swe,639,allt,alːt,validate
swe,640,jag,jɑːɡ,validate
swe,641,du,dʉː,validate
swe,642,han,hanː,validate
swe,643,vi,viː,validate
swe,644,ni,niː,validate
swe,645,de,deː,validate
swe,646,vad,vɑːd,validate
swe,647,vem,vɛmː,validate
swe,648,var,vɑːr,validate
swe,649,vart,vɑːʈ,validate
swe,650,hur,hʉːr,validate
swe,651,varför,varːfœr,validate
swe,652,hur mycket,hʉːr mʏkət,validate
swe,653,en,eːn,validate
swe,653,ett,ɛtː,validate
swe,654,två,tvoː,validate
swe,655,tre,treː,validate
swe,656,fyra,fyːra,validate
swe,657,fem,fɛm,validate
swe,658,sex,sɛksː,validate
swe,659,sju,ɧʉː,validate
swe,660,åtta,ɔtːa,validate
swe,661,nio,niːɔ,validate
swe,662,tio,tiːɔ,validate
swe,663,elva,ɛlːva,validate
swe,664,tolv,tɔlːv,validate
swe,665,tjugo,ɕʉːɡɔ,validate
swe,666,trettio,trɛtːɪɔ,validate
swe,667,fyrtio,fyːʈɪɔ,validate
swe,668,femtio,fɛmːtɪɔ,validate
swe,669,sextio,sɛksːtɪɔ,validate
swe,670,sjuttio,ɧɵtːɪɔ,validate
swe,671,åttio,ɔtːɪɔ,validate
